open_time,close_time,symbol,interval,open,high,low,close,volume,num_trades
2025-11-01 20:00:00+00:00,2025-11-01 23:59:59.999000+00:00,HYPE,4h,43.5,43.7,42.855,43.27,630413.61,40460
2025-11-02 00:00:00+00:00,2025-11-02 03:59:59.999000+00:00,HYPE,4h,43.271,43.282,42.214,43.035,1563078.24,73614
2025-11-02 04:00:00+00:00,2025-11-02 07:59:59.999000+00:00,HYPE,4h,43.034,43.429,42.575,43.246,681668.95,45375
2025-11-02 08:00:00+00:00,2025-11-02 11:59:59.999000+00:00,HYPE,4h,43.258,43.444,41.374,42.876,2717447.95,104222
2025-11-02 12:00:00+00:00,2025-11-02 15:59:59.999000+00:00,HYPE,4h,42.876,43.0,41.449,41.476,1798287.32,97159
2025-11-02 16:00:00+00:00,2025-11-02 19:59:59.999000+00:00,HYPE,4h,41.475,42.008,41.067,41.64,1979392.14,92084
2025-11-02 20:00:00+00:00,2025-11-02 23:59:59.999000+00:00,HYPE,4h,41.639,42.612,41.273,42.434,935531.37,51387
2025-11-03 00:00:00+00:00,2025-11-03 03:59:59.999000+00:00,HYPE,4h,42.434,42.707,40.51,40.537,2283278.82,104488
2025-11-03 04:00:00+00:00,2025-11-03 07:59:59.999000+00:00,HYPE,4h,40.537,41.8,40.19,41.342,2035353.75,115690
2025-11-03 08:00:00+00:00,2025-11-03 11:59:59.999000+00:00,HYPE,4h,41.342,41.519,40.251,41.387,1660911.62,114053
2025-11-03 12:00:00+00:00,2025-11-03 15:59:59.999000+00:00,HYPE,4h,41.388,41.909,38.333,39.085,4149977.21,216396
2025-11-03 16:00:00+00:00,2025-11-03 19:59:59.999000+00:00,HYPE,4h,39.095,41.266,38.556,39.84,3288122.07,166569
2025-11-03 20:00:00+00:00,2025-11-03 23:59:59.999000+00:00,HYPE,4h,39.837,40.365,39.021,40.179,1836950.23,124155
2025-11-04 00:00:00+00:00,2025-11-04 03:59:59.999000+00:00,HYPE,4h,40.193,40.828,39.23,40.566,1347062.67,105197
2025-11-04 04:00:00+00:00,2025-11-04 07:59:59.999000+00:00,HYPE,4h,40.566,40.764,36.687,37.948,5126274.16,137984
2025-11-04 08:00:00+00:00,2025-11-04 11:59:59.999000+00:00,HYPE,4h,37.948,38.352,36.878,38.179,3071507.75,79486
2025-11-04 12:00:00+00:00,2025-11-04 15:59:59.999000+00:00,HYPE,4h,38.179,40.229,37.012,39.09,4146422.6,144173
2025-11-04 16:00:00+00:00,2025-11-04 19:59:59.999000+00:00,HYPE,4h,39.089,39.489,36.455,37.243,6363293.53,191933
2025-11-04 20:00:00+00:00,2025-11-04 23:59:59.999000+00:00,HYPE,4h,37.245,39.3,35.254,39.006,7536153.11,212028
2025-11-05 00:00:00+00:00,2025-11-05 03:59:59.999000+00:00,HYPE,4h,39.006,40.423,37.4,40.121,3464714.13,126642
2025-11-05 04:00:00+00:00,2025-11-05 07:59:59.999000+00:00,HYPE,4h,40.121,40.985,39.723,40.651,1716797.15,74184
2025-11-05 08:00:00+00:00,2025-11-05 11:59:59.999000+00:00,HYPE,4h,40.651,41.549,39.347,41.549,2289993.53,84189
2025-11-05 12:00:00+00:00,2025-11-05 15:59:59.999000+00:00,HYPE,4h,41.543,42.241,40.702,42.069,2872466.57,94034
2025-11-05 16:00:00+00:00,2025-11-05 19:59:59.999000+00:00,HYPE,4h,42.069,42.1,41.302,41.493,1708879.16,67876
2025-11-05 20:00:00+00:00,2025-11-05 23:59:59.999000+00:00,HYPE,4h,41.493,41.65,40.782,41.359,814848.25,41560
2025-11-06 00:00:00+00:00,2025-11-06 03:59:59.999000+00:00,HYPE,4h,41.358,41.358,40.309,40.97,1275622.9,51356
2025-11-06 04:00:00+00:00,2025-11-06 07:59:59.999000+00:00,HYPE,4h,40.969,41.171,39.502,39.632,1288970.9,52580
2025-11-06 08:00:00+00:00,2025-11-06 11:59:59.999000+00:00,HYPE,4h,39.631,40.404,39.327,40.379,1124925.54,71188
2025-11-06 12:00:00+00:00,2025-11-06 15:59:59.999000+00:00,HYPE,4h,40.371,40.5,38.376,38.908,2733126.9,111001
2025-11-06 16:00:00+00:00,2025-11-06 19:59:59.999000+00:00,HYPE,4h,38.908,39.17,37.57,38.723,4098794.87,135818
2025-11-06 20:00:00+00:00,2025-11-06 23:59:59.999000+00:00,HYPE,4h,38.724,38.952,38.126,38.473,1468398.69,76816
2025-11-07 00:00:00+00:00,2025-11-07 03:59:59.999000+00:00,HYPE,4h,38.473,39.456,38.245,38.56,1468846.24,82785
2025-11-07 04:00:00+00:00,2025-11-07 07:59:59.999000+00:00,HYPE,4h,38.561,40.376,38.119,40.325,1676477.1,80342
2025-11-07 08:00:00+00:00,2025-11-07 11:59:59.999000+00:00,HYPE,4h,40.325,40.754,38.262,38.831,2466688.62,105031
2025-11-07 12:00:00+00:00,2025-11-07 15:59:59.999000+00:00,HYPE,4h,38.83,40.8,37.879,40.456,2644108.57,119391
2025-11-07 16:00:00+00:00,2025-11-07 19:59:59.999000+00:00,HYPE,4h,40.456,42.934,40.166,42.811,2530068.4,94277
2025-11-07 20:00:00+00:00,2025-11-07 23:59:59.999000+00:00,HYPE,4h,42.814,43.308,42.2,42.201,2125959.3,67441
2025-11-08 00:00:00+00:00,2025-11-08 03:59:59.999000+00:00,HYPE,4h,42.204,43.217,41.701,42.201,1173947.61,56001
2025-11-08 04:00:00+00:00,2025-11-08 07:59:59.999000+00:00,HYPE,4h,42.201,42.534,40.399,40.869,1473877.59,61160
2025-11-08 08:00:00+00:00,2025-11-08 11:59:59.999000+00:00,HYPE,4h,40.869,41.759,40.608,40.805,973802.88,54254
2025-11-08 12:00:00+00:00,2025-11-08 15:59:59.999000+00:00,HYPE,4h,40.805,41.47,39.809,40.242,1220860.54,44904
2025-11-08 16:00:00+00:00,2025-11-08 19:59:59.999000+00:00,HYPE,4h,40.242,40.939,39.693,39.987,1383749.84,49280
2025-11-08 20:00:00+00:00,2025-11-08 23:59:59.999000+00:00,HYPE,4h,39.987,40.53,39.64,40.127,1069671.73,36172
2025-11-09 00:00:00+00:00,2025-11-09 03:59:59.999000+00:00,HYPE,4h,40.127,40.491,39.453,40.096,1038677.52,46662
2025-11-09 04:00:00+00:00,2025-11-09 07:59:59.999000+00:00,HYPE,4h,40.096,40.309,39.781,40.164,386025.08,22269
2025-11-09 08:00:00+00:00,2025-11-09 11:59:59.999000+00:00,HYPE,4h,40.168,40.454,39.126,39.716,909888.16,38999
2025-11-09 12:00:00+00:00,2025-11-09 15:59:59.999000+00:00,HYPE,4h,39.715,41.329,39.612,40.949,1382761.22,56365
2025-11-09 16:00:00+00:00,2025-11-09 19:59:59.999000+00:00,HYPE,4h,40.957,42.586,40.593,42.584,1212158.39,47280
2025-11-09 20:00:00+00:00,2025-11-09 23:59:59.999000+00:00,HYPE,4h,42.583,42.797,41.58,41.793,1346251.48,56223
2025-11-10 00:00:00+00:00,2025-11-10 03:59:59.999000+00:00,HYPE,4h,41.796,42.921,41.454,42.712,1930285.98,63183
2025-11-10 04:00:00+00:00,2025-11-10 07:59:59.999000+00:00,HYPE,4h,42.712,43.176,42.511,42.999,1216332.65,35443
2025-11-10 08:00:00+00:00,2025-11-10 11:59:59.999000+00:00,HYPE,4h,43.01,43.091,41.9,42.075,1127279.18,45341
2025-11-10 12:00:00+00:00,2025-11-10 15:59:59.999000+00:00,HYPE,4h,42.075,42.367,41.022,41.174,1589400.46,55338
2025-11-10 16:00:00+00:00,2025-11-10 19:59:59.999000+00:00,HYPE,4h,41.179,41.931,40.775,41.693,1233222.23,43771
2025-11-10 20:00:00+00:00,2025-11-10 23:59:59.999000+00:00,HYPE,4h,41.701,42.375,41.293,41.414,1177734.87,41746
2025-11-11 00:00:00+00:00,2025-11-11 03:59:59.999000+00:00,HYPE,4h,41.413,41.961,40.543,41.521,1833381.32,60471
2025-11-11 04:00:00+00:00,2025-11-11 07:59:59.999000+00:00,HYPE,4h,41.519,41.521,39.735,39.811,1916845.8,49865
2025-11-11 08:00:00+00:00,2025-11-11 11:59:59.999000+00:00,HYPE,4h,39.805,40.45,39.676,40.294,1034647.23,30895
2025-11-11 12:00:00+00:00,2025-11-11 15:59:59.999000+00:00,HYPE,4h,40.294,40.445,39.571,39.88,1624540.01,46949
2025-11-11 16:00:00+00:00,2025-11-11 19:59:59.999000+00:00,HYPE,4h,39.879,39.911,39.021,39.314,1145159.95,39931
2025-11-11 20:00:00+00:00,2025-11-11 23:59:59.999000+00:00,HYPE,4h,39.325,39.399,38.444,38.68,1503517.98,49340
2025-11-12 00:00:00+00:00,2025-11-12 03:59:59.999000+00:00,HYPE,4h,38.675,39.34,38.406,39.123,842060.34,33039
2025-11-12 04:00:00+00:00,2025-11-12 07:59:59.999000+00:00,HYPE,4h,39.112,39.776,38.91,39.263,649834.8,23813
2025-11-12 08:00:00+00:00,2025-11-12 11:59:59.999000+00:00,HYPE,4h,39.264,40.8,39.264,40.463,1177769.53,36819
2025-11-12 12:00:00+00:00,2025-11-12 15:59:59.999000+00:00,HYPE,4h,40.45,40.678,38.71,38.759,1629055.03,52913
2025-11-12 16:00:00+00:00,2025-11-12 19:59:59.999000+00:00,HYPE,4h,38.758,39.08,37.513,38.38,3864537.11,95758
2025-11-12 20:00:00+00:00,2025-11-12 23:59:59.999000+00:00,HYPE,4h,38.382,39.0,38.134,38.371,1045752.94,35096
2025-11-13 00:00:00+00:00,2025-11-13 03:59:59.999000+00:00,HYPE,4h,38.371,39.1,37.93,38.554,1019559.64,43755
2025-11-13 04:00:00+00:00,2025-11-13 07:59:59.999000+00:00,HYPE,4h,38.557,40.007,38.29,39.202,1530598.0,50671
2025-11-13 08:00:00+00:00,2025-11-13 11:59:59.999000+00:00,HYPE,4h,39.201,39.439,38.699,39.072,699509.57,27653
2025-11-13 12:00:00+00:00,2025-11-13 15:59:59.999000+00:00,HYPE,4h,39.06,39.246,38.102,38.369,1158003.96,47244
2025-11-13 16:00:00+00:00,2025-11-13 19:59:59.999000+00:00,HYPE,4h,38.36,38.526,36.583,37.511,3675831.56,103639
2025-11-13 20:00:00+00:00,2025-11-13 23:59:59.999000+00:00,HYPE,4h,37.524,39.141,37.163,38.568,2265656.93,62800
2025-11-14 00:00:00+00:00,2025-11-14 03:59:59.999000+00:00,HYPE,4h,38.567,38.626,37.55,37.838,1270198.98,44312
2025-11-14 04:00:00+00:00,2025-11-14 07:59:59.999000+00:00,HYPE,4h,37.834,37.934,36.412,37.492,2705040.03,83684
2025-11-14 08:00:00+00:00,2025-11-14 11:59:59.999000+00:00,HYPE,4h,37.501,37.744,36.68,36.886,1190532.99,47668
2025-11-14 12:00:00+00:00,2025-11-14 15:59:59.999000+00:00,HYPE,4h,36.881,38.061,36.04,38.019,3555770.46,111841
2025-11-14 16:00:00+00:00,2025-11-14 19:59:59.999000+00:00,HYPE,4h,38.02,38.289,36.743,38.002,2491430.8,65490
2025-11-14 20:00:00+00:00,2025-11-14 23:59:59.999000+00:00,HYPE,4h,38.007,38.602,37.034,37.522,1647885.9,61338
2025-11-15 00:00:00+00:00,2025-11-15 03:59:59.999000+00:00,HYPE,4h,37.52,38.88,37.325,38.841,941294.78,39493
2025-11-15 04:00:00+00:00,2025-11-15 07:59:59.999000+00:00,HYPE,4h,38.842,39.32,38.328,39.152,760972.74,35986
2025-11-15 08:00:00+00:00,2025-11-15 11:59:59.999000+00:00,HYPE,4h,39.151,39.583,38.514,38.671,669624.84,35902
2025-11-15 12:00:00+00:00,2025-11-15 15:59:59.999000+00:00,HYPE,4h,38.668,39.328,38.535,39.213,696391.22,36965
2025-11-15 16:00:00+00:00,2025-11-15 19:59:59.999000+00:00,HYPE,4h,39.212,39.212,38.553,38.69,465410.14,29690
2025-11-15 20:00:00+00:00,2025-11-15 23:59:59.999000+00:00,HYPE,4h,38.7,38.821,38.31,38.602,362352.57,17625
2025-11-16 00:00:00+00:00,2025-11-16 03:59:59.999000+00:00,HYPE,4h,38.599,38.889,38.069,38.676,888312.52,31654
2025-11-16 04:00:00+00:00,2025-11-16 07:59:59.999000+00:00,HYPE,4h,38.675,39.299,38.555,39.225,717300.44,23188
2025-11-16 08:00:00+00:00,2025-11-16 11:59:59.999000+00:00,HYPE,4h,39.223,40.519,38.904,39.307,1582307.8,52494
2025-11-16 12:00:00+00:00,2025-11-16 15:59:59.999000+00:00,HYPE,4h,39.291,39.553,38.07,38.223,1328913.93,45868
2025-11-16 16:00:00+00:00,2025-11-16 19:59:59.999000+00:00,HYPE,4h,38.206,38.514,37.504,38.05,1387556.36,56298
2025-11-16 20:00:00+00:00,2025-11-16 23:59:59.999000+00:00,HYPE,4h,38.071,38.758,37.493,38.706,1550222.21,50937
2025-11-17 00:00:00+00:00,2025-11-17 03:59:59.999000+00:00,HYPE,4h,38.706,39.041,38.206,38.749,845206.37,33832
2025-11-17 04:00:00+00:00,2025-11-17 07:59:59.999000+00:00,HYPE,4h,38.738,38.774,38.254,38.573,615770.04,23099
2025-11-17 08:00:00+00:00,2025-11-17 11:59:59.999000+00:00,HYPE,4h,38.574,39.238,38.3,39.228,529524.43,25578
2025-11-17 12:00:00+00:00,2025-11-17 15:59:59.999000+00:00,HYPE,4h,39.228,39.285,37.343,37.543,2120531.24,76020
2025-11-17 16:00:00+00:00,2025-11-17 19:59:59.999000+00:00,HYPE,4h,37.542,38.217,37.11,37.685,2275390.97,74242
2025-11-17 20:00:00+00:00,2025-11-17 23:59:59.999000+00:00,HYPE,4h,37.68,39.322,37.587,39.322,2204075.71,63880
2025-11-18 00:00:00+00:00,2025-11-18 03:59:59.999000+00:00,HYPE,4h,39.323,40.89,38.527,40.407,2703340.8,95779
2025-11-18 04:00:00+00:00,2025-11-18 07:59:59.999000+00:00,HYPE,4h,40.407,41.708,39.561,40.262,3070333.76,98010
2025-11-18 08:00:00+00:00,2025-11-18 11:59:59.999000+00:00,HYPE,4h,40.269,41.48,40.247,41.115,1519693.17,58055
2025-11-18 12:00:00+00:00,2025-11-18 15:59:59.999000+00:00,HYPE,4h,41.112,41.641,38.308,38.909,4390583.44,122362
2025-11-18 16:00:00+00:00,2025-11-18 19:59:59.999000+00:00,HYPE,4h,38.898,39.588,38.269,38.633,1407556.93,56342
2025-11-18 20:00:00+00:00,2025-11-18 23:59:59.999000+00:00,HYPE,4h,38.639,39.408,38.555,38.675,871751.63,35666
2025-11-19 00:00:00+00:00,2025-11-19 03:59:59.999000+00:00,HYPE,4h,38.675,39.132,38.313,38.367,641329.2,33634
2025-11-19 04:00:00+00:00,2025-11-19 07:59:59.999000+00:00,HYPE,4h,38.362,38.73,37.63,38.628,1616013.44,53307
2025-11-19 08:00:00+00:00,2025-11-19 11:59:59.999000+00:00,HYPE,4h,38.631,38.73,37.959,38.241,848932.67,30669
2025-11-19 12:00:00+00:00,2025-11-19 15:59:59.999000+00:00,HYPE,4h,38.242,38.57,37.311,37.353,1329563.22,52262
2025-11-19 16:00:00+00:00,2025-11-19 19:59:59.999000+00:00,HYPE,4h,37.362,37.888,37.177,37.63,1625182.77,53151
2025-11-19 20:00:00+00:00,2025-11-19 23:59:59.999000+00:00,HYPE,4h,37.635,39.006,37.581,38.872,2217764.97,67426
2025-11-20 00:00:00+00:00,2025-11-20 03:59:59.999000+00:00,HYPE,4h,38.872,39.813,38.36,39.293,1951096.65,50313
2025-11-20 04:00:00+00:00,2025-11-20 07:59:59.999000+00:00,HYPE,4h,39.286,39.735,38.95,39.458,659980.24,35203
2025-11-20 08:00:00+00:00,2025-11-20 11:59:59.999000+00:00,HYPE,4h,39.458,39.497,38.988,39.303,544102.51,19959
2025-11-20 12:00:00+00:00,2025-11-20 15:59:59.999000+00:00,HYPE,4h,39.303,39.424,38.419,38.476,1199354.37,47458
2025-11-20 16:00:00+00:00,2025-11-20 19:59:59.999000+00:00,HYPE,4h,38.478,38.551,37.371,37.884,2932151.51,77502
2025-11-20 20:00:00+00:00,2025-11-20 23:59:59.999000+00:00,HYPE,4h,37.884,38.4,37.455,37.55,1138493.15,39609
2025-11-21 00:00:00+00:00,2025-11-21 03:59:59.999000+00:00,HYPE,4h,37.549,38.545,36.833,36.878,2347287.22,64642
2025-11-21 04:00:00+00:00,2025-11-21 07:59:59.999000+00:00,HYPE,4h,36.879,37.274,32.182,34.272,6467743.54,145402
2025-11-21 08:00:00+00:00,2025-11-21 11:59:59.999000+00:00,HYPE,4h,34.272,34.841,32.237,32.478,4957389.39,122983
2025-11-21 12:00:00+00:00,2025-11-21 15:59:59.999000+00:00,HYPE,4h,32.479,34.195,31.616,32.834,6178742.18,144066
2025-11-21 16:00:00+00:00,2025-11-21 19:59:59.999000+00:00,HYPE,4h,32.832,34.597,32.09,33.529,4472874.28,99423
2025-11-21 20:00:00+00:00,2025-11-21 23:59:59.999000+00:00,HYPE,4h,33.528,34.337,33.029,33.863,2123474.13,64025
2025-11-22 00:00:00+00:00,2025-11-22 03:59:59.999000+00:00,HYPE,4h,33.864,34.367,33.493,33.907,1060688.3,42584
2025-11-22 04:00:00+00:00,2025-11-22 07:59:59.999000+00:00,HYPE,4h,33.91,34.53,33.213,33.937,1068276.41,44031
2025-11-22 08:00:00+00:00,2025-11-22 11:59:59.999000+00:00,HYPE,4h,33.942,33.954,32.733,32.882,1288606.06,38458
2025-11-22 12:00:00+00:00,2025-11-22 15:59:59.999000+00:00,HYPE,4h,32.891,32.956,31.883,31.901,2364803.07,58063
2025-11-22 16:00:00+00:00,2025-11-22 19:59:59.999000+00:00,HYPE,4h,31.902,32.004,30.489,30.5,4961703.75,89324
2025-11-22 20:00:00+00:00,2025-11-22 23:59:59.999000+00:00,HYPE,4h,30.5,30.649,29.355,29.978,6050262.14,114960
2025-11-23 00:00:00+00:00,2025-11-23 03:59:59.999000+00:00,HYPE,4h,29.978,31.55,29.627,31.221,3093672.94,82352
2025-11-23 04:00:00+00:00,2025-11-23 07:59:59.999000+00:00,HYPE,4h,31.225,31.857,30.359,30.899,1602136.7,45993
2025-11-23 08:00:00+00:00,2025-11-23 11:59:59.999000+00:00,HYPE,4h,30.887,31.66,30.72,31.542,1019121.9,34910
2025-11-23 12:00:00+00:00,2025-11-23 15:59:59.999000+00:00,HYPE,4h,31.543,32.05,30.62,31.185,1804076.75,51046
2025-11-23 16:00:00+00:00,2025-11-23 19:59:59.999000+00:00,HYPE,4h,31.185,31.237,30.25,31.003,1314894.84,39096
2025-11-23 20:00:00+00:00,2025-11-23 23:59:59.999000+00:00,HYPE,4h,31.016,32.643,30.898,31.878,2981774.77,66035
2025-11-24 00:00:00+00:00,2025-11-24 03:59:59.999000+00:00,HYPE,4h,31.877,33.758,31.5,33.071,2264336.8,69259
2025-11-24 04:00:00+00:00,2025-11-24 07:59:59.999000+00:00,HYPE,4h,33.071,33.075,31.168,31.57,2158838.5,59223
2025-11-24 08:00:00+00:00,2025-11-24 11:59:59.999000+00:00,HYPE,4h,31.571,31.8,31.047,31.216,1590575.02,35564
2025-11-24 12:00:00+00:00,2025-11-24 15:59:59.999000+00:00,HYPE,4h,31.218,31.94,30.39,31.039,2686880.64,72380
2025-11-24 16:00:00+00:00,2025-11-24 19:59:59.999000+00:00,HYPE,4h,31.039,32.477,31.039,32.442,1921300.83,48592
2025-11-24 20:00:00+00:00,2025-11-24 23:59:59.999000+00:00,HYPE,4h,32.452,34.678,32.364,33.719,4093833.61,81420
2025-11-25 00:00:00+00:00,2025-11-25 03:59:59.999000+00:00,HYPE,4h,33.719,33.812,32.206,32.607,2530745.45,59111
2025-11-25 04:00:00+00:00,2025-11-25 07:59:59.999000+00:00,HYPE,4h,32.607,32.901,31.8,31.889,1347794.25,35405
2025-11-25 08:00:00+00:00,2025-11-25 11:59:59.999000+00:00,HYPE,4h,31.89,34.453,31.89,32.552,6327123.71,131060
2025-11-25 12:00:00+00:00,2025-11-25 15:59:59.999000+00:00,HYPE,4h,32.551,33.236,31.807,32.285,2382017.95,67070
2025-11-25 16:00:00+00:00,2025-11-25 19:59:59.999000+00:00,HYPE,4h,32.285,32.729,31.816,32.377,1323895.57,40425
2025-11-25 20:00:00+00:00,2025-11-25 23:59:59.999000+00:00,HYPE,4h,32.377,33.953,32.2,33.754,1850509.62,48749
2025-11-26 00:00:00+00:00,2025-11-26 03:59:59.999000+00:00,HYPE,4h,33.753,34.616,33.65,33.9,2020330.52,50489
2025-11-26 04:00:00+00:00,2025-11-26 07:59:59.999000+00:00,HYPE,4h,33.901,35.036,33.61,34.753,1877501.41,45235
2025-11-26 08:00:00+00:00,2025-11-26 11:59:59.999000+00:00,HYPE,4h,34.752,34.786,33.618,33.709,802231.39,30651
2025-11-26 12:00:00+00:00,2025-11-26 15:59:59.999000+00:00,HYPE,4h,33.707,34.296,33.022,33.84,1396051.73,46220
2025-11-26 16:00:00+00:00,2025-11-26 19:59:59.999000+00:00,HYPE,4h,33.835,35.642,33.794,35.219,2124420.5,57486
2025-11-26 20:00:00+00:00,2025-11-26 23:59:59.999000+00:00,HYPE,4h,35.23,36.354,34.862,36.238,2536301.63,60559
2025-11-27 00:00:00+00:00,2025-11-27 03:59:59.999000+00:00,HYPE,4h,36.238,36.482,35.544,35.678,1470231.27,48384
2025-11-27 04:00:00+00:00,2025-11-27 07:59:59.999000+00:00,HYPE,4h,35.673,35.936,35.325,35.574,657172.06,30324
2025-11-27 08:00:00+00:00,2025-11-27 11:59:59.999000+00:00,HYPE,4h,35.574,35.645,34.5,34.824,1371524.5,40826
2025-11-27 12:00:00+00:00,2025-11-27 15:59:59.999000+00:00,HYPE,4h,34.824,34.999,34.5,34.714,1029883.56,34555
2025-11-27 16:00:00+00:00,2025-11-27 19:59:59.999000+00:00,HYPE,4h,34.713,35.818,34.533,35.743,1530544.52,35123
2025-11-27 20:00:00+00:00,2025-11-27 23:59:59.999000+00:00,HYPE,4h,35.742,36.0,34.678,34.728,1156383.08,32159
2025-11-28 00:00:00+00:00,2025-11-28 03:59:59.999000+00:00,HYPE,4h,34.728,34.901,33.764,34.895,1622368.02,37865
2025-11-28 04:00:00+00:00,2025-11-28 07:59:59.999000+00:00,HYPE,4h,34.893,35.56,34.481,34.674,1190483.58,32449
2025-11-28 08:00:00+00:00,2025-11-28 11:59:59.999000+00:00,HYPE,4h,34.674,36.327,34.635,35.982,1661198.02,45302
2025-11-28 12:00:00+00:00,2025-11-28 15:59:59.999000+00:00,HYPE,4h,35.982,36.816,35.33,35.51,1954646.23,56983
2025-11-28 16:00:00+00:00,2025-11-28 19:59:59.999000+00:00,HYPE,4h,35.51,35.63,34.201,34.58,1663148.32,49482
2025-11-28 20:00:00+00:00,2025-11-28 23:59:59.999000+00:00,HYPE,4h,34.58,35.351,34.307,34.97,787632.17,33741
2025-11-29 00:00:00+00:00,2025-11-29 03:59:59.999000+00:00,HYPE,4h,34.97,35.194,34.58,34.857,747049.24,27906
2025-11-29 04:00:00+00:00,2025-11-29 07:59:59.999000+00:00,HYPE,4h,34.858,36.48,34.1,35.99,3277594.14,72615
2025-11-29 08:00:00+00:00,2025-11-29 11:59:59.999000+00:00,HYPE,4h,35.991,36.041,35.271,35.759,1514925.17,39900
2025-11-29 12:00:00+00:00,2025-11-29 15:59:59.999000+00:00,HYPE,4h,35.759,36.262,34.558,34.799,2090066.73,52337
2025-11-29 16:00:00+00:00,2025-11-29 19:59:59.999000+00:00,HYPE,4h,34.786,35.117,34.042,34.49,1286184.63,34091
2025-11-29 20:00:00+00:00,2025-11-29 23:59:59.999000+00:00,HYPE,4h,34.49,34.794,34.216,34.36,557792.45,20049
2025-11-30 00:00:00+00:00,2025-11-30 03:59:59.999000+00:00,HYPE,4h,34.36,34.566,34.021,34.314,717522.98,25940
2025-11-30 04:00:00+00:00,2025-11-30 07:59:59.999000+00:00,HYPE,4h,34.319,34.354,33.364,33.996,1243597.25,34351
2025-11-30 08:00:00+00:00,2025-11-30 11:59:59.999000+00:00,HYPE,4h,33.996,34.086,32.947,33.015,1555869.75,39652
2025-11-30 12:00:00+00:00,2025-11-30 15:59:59.999000+00:00,HYPE,4h,33.016,33.792,32.9,33.068,1641543.93,36824
2025-11-30 16:00:00+00:00,2025-11-30 19:59:59.999000+00:00,HYPE,4h,33.074,34.01,33.074,33.753,767680.73,27691
2025-11-30 20:00:00+00:00,2025-11-30 23:59:59.999000+00:00,HYPE,4h,33.753,33.852,31.87,31.949,1882683.81,48330
2025-12-01 00:00:00+00:00,2025-12-01 03:59:59.999000+00:00,HYPE,4h,31.94,32.068,30.526,30.766,5237252.88,106207
2025-12-01 04:00:00+00:00,2025-12-01 07:59:59.999000+00:00,HYPE,4h,30.761,31.26,30.275,31.216,1721543.86,47056
2025-12-01 08:00:00+00:00,2025-12-01 11:59:59.999000+00:00,HYPE,4h,31.216,31.446,30.588,30.644,966756.83,40768
2025-12-01 12:00:00+00:00,2025-12-01 15:59:59.999000+00:00,HYPE,4h,30.636,30.811,29.163,29.78,4668892.52,109733
2025-12-01 16:00:00+00:00,2025-12-01 19:59:59.999000+00:00,HYPE,4h,29.78,30.0,29.25,29.552,1742890.19,53732
2025-12-01 20:00:00+00:00,2025-12-01 23:59:59.999000+00:00,HYPE,4h,29.543,31.503,29.543,31.01,2423293.66,68651
2025-12-02 00:00:00+00:00,2025-12-02 03:59:59.999000+00:00,HYPE,4h,31.018,31.54,30.35,31.087,1911793.52,57707
2025-12-02 04:00:00+00:00,2025-12-02 07:59:59.999000+00:00,HYPE,4h,31.087,32.001,30.938,31.716,1154612.65,46598
2025-12-02 08:00:00+00:00,2025-12-02 11:59:59.999000+00:00,HYPE,4h,31.715,32.05,31.107,31.839,1169620.13,42427
2025-12-02 12:00:00+00:00,2025-12-02 15:59:59.999000+00:00,HYPE,4h,31.845,33.402,31.458,33.001,6477955.53,126460
2025-12-02 16:00:00+00:00,2025-12-02 19:59:59.999000+00:00,HYPE,4h,33.002,33.792,32.639,33.102,2477977.9,60818
2025-12-02 20:00:00+00:00,2025-12-02 23:59:59.999000+00:00,HYPE,4h,33.102,34.428,32.622,33.875,1939239.67,49945
2025-12-03 00:00:00+00:00,2025-12-03 03:59:59.999000+00:00,HYPE,4h,33.873,34.852,33.381,34.253,1322610.41,48819
2025-12-03 04:00:00+00:00,2025-12-03 07:59:59.999000+00:00,HYPE,4h,34.253,35.4,34.058,34.26,1287315.3,46133
2025-12-03 08:00:00+00:00,2025-12-03 11:59:59.999000+00:00,HYPE,4h,34.259,34.633,33.5,33.782,1177567.07,39909
2025-12-03 12:00:00+00:00,2025-12-03 15:59:59.999000+00:00,HYPE,4h,33.788,34.7,33.451,34.052,1633627.17,51277
2025-12-03 16:00:00+00:00,2025-12-03 19:59:59.999000+00:00,HYPE,4h,34.056,34.79,33.877,34.772,1484423.01,44846
2025-12-03 20:00:00+00:00,2025-12-03 23:59:59.999000+00:00,HYPE,4h,34.772,35.127,34.296,34.671,1132814.07,32801
2025-12-04 00:00:00+00:00,2025-12-04 03:59:59.999000+00:00,HYPE,4h,34.668,36.219,34.251,35.607,2317023.39,58006
2025-12-04 04:00:00+00:00,2025-12-04 07:59:59.999000+00:00,HYPE,4h,35.607,35.607,34.7,35.252,933512.82,30427
2025-12-04 08:00:00+00:00,2025-12-04 11:59:59.999000+00:00,HYPE,4h,35.25,35.412,34.586,34.768,642534.9,31260
2025-12-04 12:00:00+00:00,2025-12-04 15:59:59.999000+00:00,HYPE,4h,34.768,34.995,34.06,34.587,969012.29,41545
2025-12-04 16:00:00+00:00,2025-12-04 19:59:59.999000+00:00,HYPE,4h,34.587,34.954,33.213,33.492,2009135.17,53945
2025-12-04 20:00:00+00:00,2025-12-04 23:59:59.999000+00:00,HYPE,4h,33.492,33.717,33.069,33.537,899130.74,30844
2025-12-05 00:00:00+00:00,2025-12-05 03:59:59.999000+00:00,HYPE,4h,33.537,33.932,33.275,33.68,790021.82,26880
